uint32	uint8	uint32	uint32	uint32	uint32	uint32	uint32	uint32	uint32	uint32
20145	5	12	1605	1433	45	2	2999	34421	3550	10
20145	5	12	1306	1643	45	2	1354	34441	3550	10
20145	6	1	1406	1333	45	2	1918	34451	3550	10
20145	6	1	1113	1513	45	2	8210	34421	3550	10
20145	6	1	3101	1333	45	2	3328	34431	3550	10
20145	6	2	1613	1233	45	2	8215	34451	3550	10
20145	6	2	1207	1313	45	2	837	34411	3550	10
20145	6	2	1214	1313	45	2	8225	34431	3550	10
20145	6	3	1206	1243	45	2	790	34411	3550	10
20145	6	3	1412	1243	45	2	8235	34431	3550	10
20145	6	3	1214	1243	45	2	8225	34431	3550	10
20145	6	4	1307	1333	45	2	1401	34451	3550	10
20145	6	4	1404	1513	45	2	1824	34421	3550	10
20145	6	4	1203	1333	45	2	649	34451	3550	10
20145	6	5	1203	1343	45	2	649	34451	3550	10
20145	6	5	1604	1523	45	2	2952	34441	3550	10
20145	6	5	1307	1343	45	2	1401	34451	3550	10
20145	6	6	1406	1323	45	2	1918	34451	3550	10
20145	6	6	1305	1243	45	2	1307	34431	3550	10
20145	6	6	1105	1243	45	2	226	34421	3550	10
20145	6	7	1305	1313	45	2	1307	34431	3550	10
20145	6	7	1104	1313	45	2	179	34431	3550	10
20145	6	7	1504	1313	45	2	2341	34431	3550	10
20145	6	8	1106	1243	45	2	273	34421	3550	10
20145	6	8	1403	1243	45	2	1777	34431	3550	10
20145	6	8	1605	1243	45	2	2999	34421	3550	10
20145	6	9	1205	1313	45	2	743	34411	3550	10
20145	6	9	1503	1343	45	2	2294	34451	3550	10
20145	6	9	1514	1343	45	2	8220	34451	3550	10
20145	6	10	1204	1533	45	2	696	34451	3550	10
20145	6	10	1502	1213	45	2	2247	34441	3550	10
20145	6	10	1612	1213	45	2	8230	34441	3550	10
20145	6	11	1405	1243	45	2	1871	34431	3550	10
20145	6	11	1103	1223	45	2	132	34441	3550	10
20145	6	11	1207	1243	45	2	837	34411	3550	10
20145	6	12	1603	1513	45	2	2905	34411	3550	10
20145	6	12	1605	1513	45	2	2999	34421	3550	10
20145	6	12	1306	1213	45	2	1354	34441	3550	10
20145	7	1	1406	1333	45	2	1918	34451	3550	10
20145	7	1	1113	1513	45	2	8210	34421	3550	10
20145	7	1	3101	1333	45	2	3328	34431	3550	10
20145	7	2	1613	1233	45	2	8215	34451	3550	10
20145	7	2	1207	1313	45	2	837	34411	3550	10
20145	7	2	1214	1313	45	2	8225	34431	3550	10
20145	7	3	1206	1243	45	2	790	34411	3550	10
20145	7	3	1412	1243	45	2	8235	34431	3550	10
20145	7	3	1214	1243	45	2	8225	34431	3550	10
20145	7	4	1307	1333	45	2	1401	34451	3550	10
20145	7	4	1404	1513	45	2	1824	34421	3550	10
20145	7	4	1203	1333	45	2	649	34451	3550	10
20145	7	5	1203	1343	45	2	649	34451	3550	10
20145	7	5	1604	1523	45	2	2952	34441	3550	10
20145	7	5	1307	1343	45	2	1401	34451	3550	10
20145	7	6	1406	1323	45	2	1918	34451	3550	10
20145	7	6	1305	1243	45	2	1307	34431	3550	10
20145	7	6	1105	1243	45	2	226	34421	3550	10
20145	7	7	1305	1443	45	2	1307	34431	3550	10
20145	7	7	1104	1443	45	2	179	34431	3550	10
20145	7	7	1504	1443	45	2	2341	34431	3550	10
20145	7	8	1106	1613	45	2	273	34421	3550	10
20145	7	8	1403	1613	45	2	1777	34431	3550	10
20145	7	8	1605	1613	45	2	2999	34421	3550	10
20145	7	9	1205	1613	45	2	743	34411	3550	10
20145	7	9	1503	1113	45	2	2294	34451	3550	10
20145	7	9	1514	1113	45	2	8220	34451	3550	10
20145	7	10	1204	1423	45	2	696	34451	3550	10
20145	7	10	1502	1143	45	2	2247	34441	3550	10
20145	7	10	1612	1143	45	2	8230	34441	3550	10
20145	7	11	1405	1613	45	2	1871	34431	3550	10
20145	7	11	1103	1633	45	2	132	34441	3550	10
20145	7	11	1207	1613	45	2	837	34411	3550	10
20145	7	12	1603	1433	45	2	2905	34411	3550	10
20145	7	12	1605	1433	45	2	2999	34421	3550	10
20145	7	12	1306	1643	45	2	1354	34441	3550	10
20148	1	1	1406	1333	48	3	7165	34551	3800	10
20148	1	1	1113	1513	48	3	8211	34521	3800	10
20148	1	1	3101	1333	48	3	7195	34531	3800	10
20148	1	2	1613	1233	48	3	8216	34551	3800	10
20148	1	2	1207	1313	48	3	7142	34511	3800	10
20148	1	2	1214	1313	48	3	8226	34531	3800	10
20148	1	3	1206	1243	48	3	7141	34511	3800	10
20148	1	3	1412	1243	48	3	8236	34531	3800	10
20148	1	3	1214	1243	48	3	8226	34531	3800	10
20148	1	4	1307	1333	48	3	7154	34551	3800	10
20148	1	4	1404	1513	48	3	7163	34521	3800	10
20148	1	4	1203	1333	48	3	7138	34551	3800	10
20148	1	5	1203	1343	48	3	7138	34551	3800	10
20148	1	5	1604	1523	48	3	7187	34541	3800	10
20148	1	5	1307	1343	48	3	7154	34551	3800	10
20148	1	6	1406	1323	48	3	7165	34551	3800	10
20148	1	6	1305	1243	48	3	7152	34531	3800	10
20148	1	6	1105	1243	48	3	7129	34521	3800	10
20148	1	7	1305	1313	48	3	7152	34531	3800	10
20148	1	7	1104	1313	48	3	7128	34531	3800	10
20148	1	7	1504	1313	48	3	7174	34531	3800	10
20148	1	8	1106	1243	48	3	7130	34521	3800	10
20148	1	8	1403	1243	48	3	7162	34531	3800	10
20148	1	8	1605	1243	48	3	7188	34521	3800	10
20148	1	9	1205	1313	48	3	7140	34511	3800	10
20148	1	9	1503	1343	48	3	7173	34551	3800	10
20148	1	9	1514	1343	48	3	8221	34551	3800	10
20148	1	10	1204	1533	48	3	7139	34551	3800	10
20148	1	10	1502	1213	48	3	7172	34541	3800	10
20148	1	10	1612	1213	48	3	8231	34541	3800	10
20148	1	11	1405	1243	48	3	7164	34531	3800	10
20148	1	11	1103	1223	48	3	7127	34541	3800	10
20148	1	11	1207	1243	48	3	7142	34511	3800	10
20148	1	12	1603	1513	48	3	7186	34511	3800	10
20148	1	12	1605	1513	48	3	7188	34521	3800	10
20148	1	12	1306	1213	48	3	7153	34541	3800	10
20148	2	1	1406	1423	48	3	7165	34551	3800	10
20148	2	1	1113	1443	48	3	8211	34521	3800	10
20148	2	1	3101	1423	48	3	7195	34531	3800	10
20148	2	2	1613	1623	48	3	8216	34551	3800	10
20148	2	2	1207	1443	48	3	7142	34511	3800	10
20148	2	2	1214	1443	48	3	8226	34531	3800	10
20148	2	3	1206	1613	48	3	7141	34511	3800	10
20148	2	3	1412	1613	48	3	8236	34531	3800	10
20148	2	3	1214	1613	48	3	8226	34531	3800	10
20148	2	4	1307	1623	48	3	7154	34551	3800	10
20148	2	4	1404	1443	48	3	7163	34521	3800	10
20148	2	4	1203	1623	48	3	7138	34551	3800	10
20148	2	5	1203	1123	48	3	7138	34551	3800	10
20148	2	5	1604	1643	48	3	7187	34541	3800	10
20148	2	5	1307	1123	48	3	7154	34551	3800	10
20148	2	6	1406	1113	48	3	7165	34551	3800	10
20148	2	6	1305	1613	48	3	7152	34531	3800	10
20148	2	6	1105	1613	48	3	7129	34521	3800	10
20148	2	7	1305	1443	48	3	7152	34531	3800	10
20148	2	7	1104	1443	48	3	7128	34531	3800	10
20148	2	7	1504	1443	48	3	7174	34531	3800	10
20148	2	8	1106	1613	48	3	7130	34521	3800	10
20148	2	8	1403	1613	48	3	7162	34531	3800	10
20148	2	8	1605	1613	48	3	7188	34521	3800	10
20148	2	9	1205	1613	48	3	7140	34511	3800	10
20148	2	9	1503	1113	48	3	7173	34551	3800	10
20148	2	9	1514	1113	48	3	8221	34551	3800	10
20148	2	10	1204	1423	48	3	7139	34551	3800	10
20148	2	10	1502	1143	48	3	7172	34541	3800	10
20148	2	10	1612	1143	48	3	8231	34541	3800	10
20148	2	11	1405	1613	48	3	7164	34531	3800	10
20148	2	11	1103	1633	48	3	7127	34541	3800	10
20148	2	11	1207	1613	48	3	7142	34511	3800	10
20148	2	12	1603	1433	48	3	7186	34511	3800	10
20148	2	12	1605	1433	48	3	7188	34521	3800	10
20148	2	12	1306	1643	48	3	7153	34541	3800	10
20148	3	1	1406	1423	48	3	7165	34551	3800	10
20148	3	1	1113	1443	48	3	8211	34521	3800	10
20148	3	1	3101	1423	48	3	7195	34531	3800	10
20148	3	2	1613	1623	48	3	8216	34551	3800	10
20148	3	2	1207	1443	48	3	7142	34511	3800	10
20148	3	2	1214	1443	48	3	8226	34531	3800	10
20148	3	3	1206	1613	48	3	7141	34511	3800	10
20148	3	3	1412	1613	48	3	8236	34531	3800	10
20148	3	3	1214	1613	48	3	8226	34531	3800	10
20148	3	4	1307	1623	48	3	7154	34551	3800	10
20148	3	4	1404	1443	48	3	7163	34521	3800	10
20148	3	4	1203	1623	48	3	7138	34551	3800	10
20148	3	5	1203	1123	48	3	7138	34551	3800	10
20148	3	5	1604	1643	48	3	7187	34541	3800	10
20148	3	5	1307	1123	48	3	7154	34551	3800	10
20148	3	6	1406	1113	48	3	7165	34551	3800	10
20148	3	6	1305	1613	48	3	7152	34531	3800	10
20148	3	6	1105	1613	48	3	7129	34521	3800	10
20148	3	7	1305	1443	48	3	7152	34531	3800	10
20148	3	7	1104	1443	48	3	7128	34531	3800	10
20148	3	7	1504	1443	48	3	7174	34531	3800	10
20148	3	8	1106	1613	48	3	7130	34521	3800	10
20148	3	8	1403	1613	48	3	7162	34531	3800	10
20148	3	8	1605	1613	48	3	7188	34521	3800	10
20148	3	9	1205	1613	48	3	7140	34511	3800	10
20148	3	9	1503	1113	48	3	7173	34551	3800	10
20148	3	9	1514	1113	48	3	8221	34551	3800	10
20148	3	10	1204	1423	48	3	7139	34551	3800	10
20148	3	10	1502	1143	48	3	7172	34541	3800	10
20148	3	10	1612	1143	48	3	8231	34541	3800	10
20148	3	11	1405	1613	48	3	7164	34531	3800	10
20148	3	11	1103	1633	48	3	7127	34541	3800	10
20148	3	11	1207	1613	48	3	7142	34511	3800	10
20148	3	12	1603	1433	48	3	7186	34511	3800	10
20148	3	12	1605	1433	48	3	7188	34521	3800	10
20148	3	12	1306	1643	48	3	7153	34541	3800	10
20148	4	1	1406	1333	48	3	7165	34551	3800	10
20148	4	1	1113	1513	48	3	8211	34521	3800	10
20148	4	1	3101	1333	48	3	7195	34531	3800	10
20148	4	2	1613	1233	48	3	8216	34551	3800	10
20148	4	2	1207	1313	48	3	7142	34511	3800	10
20148	4	2	1214	1313	48	3	8226	34531	3800	10
20148	4	3	1206	1243	48	3	7141	34511	3800	10
20148	4	3	1412	1243	48	3	8236	34531	3800	10
20148	4	3	1214	1243	48	3	8226	34531	3800	10
20148	4	4	1307	1333	48	3	7154	34551	3800	10
20148	4	4	1404	1513	48	3	7163	34521	3800	10
20148	4	4	1203	1333	48	3	7138	34551	3800	10
20148	4	5	1203	1343	48	3	7138	34551	3800	10
20148	4	5	1604	1523	48	3	7187	34541	3800	10
20148	4	5	1307	1343	48	3	7154	34551	3800	10
20148	4	6	1406	1323	48	3	7165	34551	3800	10
20148	4	6	1305	1243	48	3	7152	34531	3800	10
20148	4	6	1105	1243	48	3	7129	34521	3800	10
20148	4	7	1305	1313	48	3	7152	34531	3800	10
20148	4	7	1104	1313	48	3	7128	34531	3800	10
20148	4	7	1504	1313	48	3	7174	34531	3800	10
20148	4	8	1106	1243	48	3	7130	34521	3800	10
20148	4	8	1403	1243	48	3	7162	34531	3800	10
20148	4	8	1605	1243	48	3	7188	34521	3800	10
20148	4	9	1205	1313	48	3	7140	34511	3800	10
20148	4	9	1503	1343	48	3	7173	34551	3800	10
20148	4	9	1514	1343	48	3	8221	34551	3800	10
20148	4	10	1204	1533	48	3	7139	34551	3800	10
20148	4	10	1502	1213	48	3	7172	34541	3800	10
20148	4	10	1612	1213	48	3	8231	34541	3800	10
20148	4	11	1405	1243	48	3	7164	34531	3800	10
20148	4	11	1103	1223	48	3	7127	34541	3800	10
20148	4	11	1207	1243	48	3	7142	34511	3800	10
20148	4	12	1603	1513	48	3	7186	34511	3800	10
20148	4	12	1605	1513	48	3	7188	34521	3800	10
20148	4	12	1306	1213	48	3	7153	34541	3800	10
20148	5	1	1406	1423	48	3	7165	34551	3800	10
20148	5	1	1113	1443	48	3	8211	34521	3800	10
20148	5	1	3101	1423	48	3	7195	34531	3800	10
20148	5	2	1613	1623	48	3	8216	34551	3800	10
20148	5	2	1207	1443	48	3	7142	34511	3800	10
20148	5	2	1214	1443	48	3	8226	34531	3800	10
20148	5	3	1206	1613	48	3	7141	34511	3800	10
20148	5	3	1412	1613	48	3	8236	34531	3800	10
20148	5	3	1214	1613	48	3	8226	34531	3800	10
20148	5	4	1307	1623	48	3	7154	34551	3800	10
20148	5	4	1404	1443	48	3	7163	34521	3800	10
20148	5	4	1203	1623	48	3	7138	34551	3800	10
20148	5	5	1203	1123	48	3	7138	34551	3800	10
20148	5	5	1604	1643	48	3	7187	34541	3800	10
20148	5	5	1307	1123	48	3	7154	34551	3800	10
20148	5	6	1406	1113	48	3	7165	34551	3800	10
20148	5	6	1305	1613	48	3	7152	34531	3800	10
20148	5	6	1105	1613	48	3	7129	34521	3800	10
20148	5	7	1305	1443	48	3	7152	34531	3800	10
20148	5	7	1104	1443	48	3	7128	34531	3800	10
20148	5	7	1504	1443	48	3	7174	34531	3800	10
20148	5	8	1106	1613	48	3	7130	34521	3800	10
20148	5	8	1403	1613	48	3	7162	34531	3800	10
20148	5	8	1605	1613	48	3	7188	34521	3800	10
20148	5	9	1205	1613	48	3	7140	34511	3800	10
20148	5	9	1503	1113	48	3	7173	34551	3800	10
20148	5	9	1514	1113	48	3	8221	34551	3800	10
20148	5	10	1204	1423	48	3	7139	34551	3800	10
20148	5	10	1502	1143	48	3	7172	34541	3800	10
20148	5	10	1612	1143	48	3	8231	34541	3800	10
20148	5	11	1405	1613	48	3	7164	34531	3800	10
20148	5	11	1103	1633	48	3	7127	34541	3800	10
20148	5	11	1207	1613	48	3	7142	34511	3800	10
20148	5	12	1603	1433	48	3	7186	34511	3800	10
20148	5	12	1605	1433	48	3	7188	34521	3800	10
20148	5	12	1306	1643	48	3	7153	34541	3800	10
20148	6	1	1406	1333	48	3	7165	34551	3800	10
20148	6	1	1113	1513	48	3	8211	34521	3800	10
20148	6	1	3101	1333	48	3	7195	34531	3800	10
20148	6	2	1613	1233	48	3	8216	34551	3800	10
20148	6	2	1207	1313	48	3	7142	34511	3800	10
20148	6	2	1214	1313	48	3	8226	34531	3800	10
20148	6	3	1206	1243	48	3	7141	34511	3800	10
20148	6	3	1412	1243	48	3	8236	34531	3800	10
20148	6	3	1214	1243	48	3	8226	34531	3800	10
20148	6	4	1307	1333	48	3	7154	34551	3800	10
20148	6	4	1404	1513	48	3	7163	34521	3800	10
20148	6	4	1203	1333	48	3	7138	34551	3800	10
20148	6	5	1203	1343	48	3	7138	34551	3800	10
20148	6	5	1604	1523	48	3	7187	34541	3800	10
20148	6	5	1307	1343	48	3	7154	34551	3800	10
20148	6	6	1406	1323	48	3	7165	34551	3800	10
20148	6	6	1305	1243	48	3	7152	34531	3800	10
20148	6	6	1105	1243	48	3	7129	34521	3800	10
20148	6	7	1305	1313	48	3	7152	34531	3800	10
20148	6	7	1104	1313	48	3	7128	34531	3800	10
20148	6	7	1504	1313	48	3	7174	34531	3800	10
20148	6	8	1106	1243	48	3	7130	34521	3800	10
20148	6	8	1403	1243	48	3	7162	34531	3800	10
20148	6	8	1605	1243	48	3	7188	34521	3800	10
20148	6	9	1205	1313	48	3	7140	34511	3800	10
20148	6	9	1503	1343	48	3	7173	34551	3800	10
20148	6	9	1514	1343	48	3	8221	34551	3800	10
20148	6	10	1204	1533	48	3	7139	34551	3800	10
20148	6	10	1502	1213	48	3	7172	34541	3800	10
20148	6	10	1612	1213	48	3	8231	34541	3800	10
20148	6	11	1405	1243	48	3	7164	34531	3800	10
20148	6	11	1103	1223	48	3	7127	34541	3800	10
20148	6	11	1207	1243	48	3	7142	34511	3800	10
20148	6	12	1603	1513	48	3	7186	34511	3800	10
20148	6	12	1605	1513	48	3	7188	34521	3800	10
20148	6	12	1306	1213	48	3	7153	34541	3800	10
20148	7	1	1406	1333	48	3	7165	34551	3800	10
20148	7	1	1113	1513	48	3	8211	34521	3800	10
20148	7	1	3101	1333	48	3	7195	34531	3800	10
20148	7	2	1613	1233	48	3	8216	34551	3800	10
20148	7	2	1207	1313	48	3	7142	34511	3800	10
20148	7	2	1214	1313	48	3	8226	34531	3800	10
20148	7	3	1206	1243	48	3	7141	34511	3800	10
20148	7	3	1412	1243	48	3	8236	34531	3800	10
20148	7	3	1214	1243	48	3	8226	34531	3800	10
20148	7	4	1307	1333	48	3	7154	34551	3800	10
20148	7	4	1404	1513	48	3	7163	34521	3800	10
20148	7	4	1203	1333	48	3	7138	34551	3800	10
20148	7	5	1203	1343	48	3	7138	34551	3800	10
20148	7	5	1604	1523	48	3	7187	34541	3800	10
20148	7	5	1307	1343	48	3	7154	34551	3800	10
20148	7	6	1406	1323	48	3	7165	34551	3800	10
20148	7	6	1305	1243	48	3	7152	34531	3800	10
20148	7	6	1105	1243	48	3	7129	34521	3800	10
20148	7	7	1305	1443	48	3	7152	34531	3800	10
20148	7	7	1104	1443	48	3	7128	34531	3800	10
20148	7	7	1504	1443	48	3	7174	34531	3800	10
20148	7	8	1106	1613	48	3	7130	34521	3800	10
20148	7	8	1403	1613	48	3	7162	34531	3800	10
20148	7	8	1605	1613	48	3	7188	34521	3800	10
20148	7	9	1205	1613	48	3	7140	34511	3800	10
20148	7	9	1503	1113	48	3	7173	34551	3800	10
20148	7	9	1514	1113	48	3	8221	34551	3800	10
20148	7	10	1204	1423	48	3	7139	34551	3800	10
20148	7	10	1502	1143	48	3	7172	34541	3800	10
20148	7	10	1612	1143	48	3	8231	34541	3800	10
20148	7	11	1405	1613	48	3	7164	34531	3800	10
20148	7	11	1103	1633	48	3	7127	34541	3800	10
20148	7	11	1207	1613	48	3	7142	34511	3800	10
20148	7	12	1603	1433	48	3	7186	34511	3800	10
20148	7	12	1605	1433	48	3	7188	34521	3800	10
20148	7	12	1306	1643	48	3	7153	34541	3800	10
20150	1	1	1406	1333	50	4	1926	35551	4000	10
20150	1	1	1113	1513	50	4	8186	35521	4000	10
20150	1	1	3101	1333	50	4	3336	35531	4000	10
20150	1	2	1613	1233	50	4	8187	35551	4000	10
20150	1	2	1207	1313	50	4	845	35511	4000	10
20150	1	2	1214	1313	50	4	8189	35531	4000	10
20150	1	3	1206	1243	50	4	798	35511	4000	10
20150	1	3	1412	1243	50	4	8191	35531	4000	10
20150	1	3	1214	1243	50	4	8189	35531	4000	10
20150	1	4	1307	1333	50	4	1409	35551	4000	10
20150	1	4	1404	1513	50	4	1832	35521	4000	10
20150	1	4	1203	1333	50	4	657	35551	4000	10
20150	1	5	1203	1343	50	4	657	35551	4000	10
20150	1	5	1604	1523	50	4	2960	35541	4000	10
20150	1	5	1307	1343	50	4	1409	35551	4000	10
20150	1	6	1406	1323	50	4	1926	35551	4000	10
20150	1	6	1305	1243	50	4	1315	35531	4000	10
20150	1	6	1105	1243	50	4	234	35521	4000	10
20150	1	7	1305	1313	50	4	1315	35531	4000	10
20150	1	7	1104	1313	50	4	187	35531	4000	10
20150	1	7	1504	1313	50	4	2349	35531	4000	10
20150	1	8	1106	1243	50	4	281	35521	4000	10
20150	1	8	1403	1243	50	4	1785	35531	4000	10
20150	1	8	1605	1243	50	4	3007	35521	4000	10
20150	1	9	1205	1313	50	4	751	35511	4000	10
20150	1	9	1503	1343	50	4	2302	35551	4000	10
20150	1	9	1514	1343	50	4	8188	35551	4000	10
20150	1	10	1204	1533	50	4	704	35551	4000	10
20150	1	10	1502	1213	50	4	2255	35541	4000	10
20150	1	10	1612	1213	50	4	8190	35541	4000	10
20150	1	11	1405	1243	50	4	1879	35531	4000	10
20150	1	11	1103	1223	50	4	140	35541	4000	10
20150	1	11	1207	1243	50	4	845	35511	4000	10
20150	1	12	1603	1513	50	4	2913	35511	4000	10
20150	1	12	1605	1513	50	4	3007	35521	4000	10
20150	1	12	1306	1213	50	4	1362	35541	4000	10
20150	2	1	1406	1423	50	4	1926	35551	4000	10
20150	2	1	1113	1443	50	4	8186	35521	4000	10
20150	2	1	3101	1423	50	4	3336	35531	4000	10
20150	2	2	1613	1623	50	4	8187	35551	4000	10
20150	2	2	1207	1443	50	4	845	35511	4000	10
20150	2	2	1214	1443	50	4	8189	35531	4000	10
20150	2	3	1206	1613	50	4	798	35511	4000	10
20150	2	3	1412	1613	50	4	8191	35531	4000	10
20150	2	3	1214	1613	50	4	8189	35531	4000	10
20150	2	4	1307	1623	50	4	1409	35551	4000	10
20150	2	4	1404	1443	50	4	1832	35521	4000	10
20150	2	4	1203	1623	50	4	657	35551	4000	10
20150	2	5	1203	1123	50	4	657	35551	4000	10
20150	2	5	1604	1643	50	4	2960	35541	4000	10
20150	2	5	1307	1123	50	4	1409	35551	4000	10
20150	2	6	1406	1113	50	4	1926	35551	4000	10
20150	2	6	1305	1613	50	4	1315	35531	4000	10
20150	2	6	1105	1613	50	4	234	35521	4000	10
20150	2	7	1305	1443	50	4	1315	35531	4000	10
20150	2	7	1104	1443	50	4	187	35531	4000	10
20150	2	7	1504	1443	50	4	2349	35531	4000	10
20150	2	8	1106	1613	50	4	281	35521	4000	10
20150	2	8	1403	1613	50	4	1785	35531	4000	10
20150	2	8	1605	1613	50	4	3007	35521	4000	10
20150	2	9	1205	1613	50	4	751	35511	4000	10
20150	2	9	1503	1113	50	4	2302	35551	4000	10
20150	2	9	1514	1113	50	4	8188	35551	4000	10
20150	2	10	1204	1423	50	4	704	35551	4000	10
20150	2	10	1502	1143	50	4	2255	35541	4000	10
20150	2	10	1612	1143	50	4	8190	35541	4000	10
20150	2	11	1405	1613	50	4	1879	35531	4000	10
20150	2	11	1103	1633	50	4	140	35541	4000	10
20150	2	11	1207	1613	50	4	845	35511	4000	10
20150	2	12	1603	1433	50	4	2913	35511	4000	10
20150	2	12	1605	1433	50	4	3007	35521	4000	10
20150	2	12	1306	1643	50	4	1362	35541	4000	10
20150	3	1	1406	1423	50	4	1926	35551	4000	10
20150	3	1	1113	1443	50	4	8186	35521	4000	10
20150	3	1	3101	1423	50	4	3336	35531	4000	10
20150	3	2	1613	1623	50	4	8187	35551	4000	10
20150	3	2	1207	1443	50	4	845	35511	4000	10
20150	3	2	1214	1443	50	4	8189	35531	4000	10
20150	3	3	1206	1613	50	4	798	35511	4000	10
20150	3	3	1412	1613	50	4	8191	35531	4000	10
20150	3	3	1214	1613	50	4	8189	35531	4000	10
20150	3	4	1307	1623	50	4	1409	35551	4000	10
20150	3	4	1404	1443	50	4	1832	35521	4000	10
20150	3	4	1203	1623	50	4	657	35551	4000	10
20150	3	5	1203	1123	50	4	657	35551	4000	10
20150	3	5	1604	1643	50	4	2960	35541	4000	10
20150	3	5	1307	1123	50	4	1409	35551	4000	10
20150	3	6	1105	1613	50	4	234	35521	4000	10
20150	3	6	1305	1613	50	4	1315	35531	4000	10
20150	3	6	1406	1113	50	4	1926	35551	4000	10
20150	3	7	1305	1443	50	4	1315	35531	4000	10
20150	3	7	1104	1443	50	4	187	35531	4000	10
20150	3	7	1504	1443	50	4	2349	35531	4000	10
20150	3	8	1106	1613	50	4	281	35521	4000	10
20150	3	8	1403	1613	50	4	1785	35531	4000	10
20150	3	8	1605	1613	50	4	3007	35521	4000	10
20150	3	9	1205	1613	50	4	751	35511	4000	10
20150	3	9	1503	1113	50	4	2302	35551	4000	10
20150	3	9	1514	1113	50	4	8188	35551	4000	10
20150	3	10	1204	1423	50	4	704	35551	4000	10
20150	3	10	1502	1143	50	4	2255	35541	4000	10
20150	3	10	1612	1143	50	4	8190	35541	4000	10
20150	3	11	1405	1613	50	4	1879	35531	4000	10
20150	3	11	1103	1633	50	4	140	35541	4000	10
20150	3	11	1207	1613	50	4	845	35511	4000	10
20150	3	12	1603	1433	50	4	2913	35511	4000	10
20150	3	12	1605	1433	50	4	3007	35521	4000	10
20150	3	12	1306	1643	50	4	1362	35541	4000	10
20150	4	1	1406	1333	50	4	1926	35551	4000	10
20150	4	1	1113	1513	50	4	8186	35521	4000	10
20150	4	1	3101	1333	50	4	3336	35531	4000	10
20150	4	2	1613	1233	50	4	8187	35551	4000	10
20150	4	2	1207	1313	50	4	845	35511	4000	10
20150	4	2	1214	1313	50	4	8189	35531	4000	10
20150	4	3	1206	1243	50	4	798	35511	4000	10
20150	4	3	1412	1243	50	4	8191	35531	4000	10
20150	4	3	1214	1243	50	4	8189	35531	4000	10
20150	4	4	1307	1333	50	4	1409	35551	4000	10
20150	4	4	1404	1513	50	4	1832	35521	4000	10
20150	4	4	1203	1333	50	4	657	35551	4000	10
20150	4	5	1203	1343	50	4	657	35551	4000	10
20150	4	5	1604	1523	50	4	2960	35541	4000	10
20150	4	5	1307	1343	50	4	1409	35551	4000	10
20150	4	6	1406	1323	50	4	1926	35551	4000	10
20150	4	6	1305	1243	50	4	1315	35531	4000	10
20150	4	6	1105	1243	50	4	234	35521	4000	10
20150	4	7	1305	1313	50	4	1315	35531	4000	10
20150	4	7	1104	1313	50	4	187	35531	4000	10
20150	4	7	1504	1313	50	4	2349	35531	4000	10
20150	4	8	1106	1243	50	4	281	35521	4000	10
20150	4	8	1403	1243	50	4	1785	35531	4000	10
20150	4	8	1605	1243	50	4	3007	35521	4000	10
20150	4	9	1205	1313	50	4	751	35511	4000	10
20150	4	9	1503	1343	50	4	2302	35551	4000	10
20150	4	9	1514	1343	50	4	8188	35551	4000	10
20150	4	10	1204	1533	50	4	704	35551	4000	10
20150	4	10	1502	1213	50	4	2255	35541	4000	10
20150	4	10	1612	1213	50	4	8190	35541	4000	10
20150	4	11	1405	1243	50	4	1879	35531	4000	10
20150	4	11	1103	1223	50	4	140	35541	4000	10
20150	4	11	1207	1243	50	4	845	35511	4000	10
20150	4	12	1603	1513	50	4	2913	35511	4000	10
20150	4	12	1605	1513	50	4	3007	35521	4000	10
20150	4	12	1306	1213	50	4	1362	35541	4000	10
20150	5	1	1406	1423	50	4	1926	35551	4000	10
20150	5	1	1113	1443	50	4	8186	35521	4000	10
20150	5	1	3101	1423	50	4	3336	35531	4000	10
20150	5	2	1613	1623	50	4	8187	35551	4000	10
20150	5	2	1207	1443	50	4	845	35511	4000	10
20150	5	2	1214	1443	50	4	8189	35531	4000	10
20150	5	3	1206	1613	50	4	798	35511	4000	10
20150	5	3	1412	1613	50	4	8191	35531	4000	10
20150	5	3	1214	1613	50	4	8189	35531	4000	10
20150	5	4	1307	1623	50	4	1409	35551	4000	10
20150	5	4	1404	1443	50	4	1832	35521	4000	10
20150	5	4	1203	1623	50	4	657	35551	4000	10
20150	5	5	1203	1123	50	4	657	35551	4000	10
20150	5	5	1604	1643	50	4	2960	35541	4000	10
20150	5	5	1307	1123	50	4	1409	35551	4000	10
20150	5	6	1406	1113	50	4	1926	35551	4000	10
20150	5	6	1305	1613	50	4	1315	35531	4000	10
20150	5	6	1105	1613	50	4	234	35521	4000	10
20150	5	7	1305	1443	50	4	1315	35531	4000	10
20150	5	7	1104	1443	50	4	187	35531	4000	10
20150	5	7	1504	1443	50	4	2349	35531	4000	10
20150	5	8	1106	1613	50	4	281	35521	4000	10
20150	5	8	1403	1613	50	4	1785	35531	4000	10
20150	5	8	1605	1613	50	4	3007	35521	4000	10
20150	5	9	1205	1613	50	4	751	35511	4000	10
20150	5	9	1503	1113	50	4	2302	35551	4000	10
20150	5	9	1514	1113	50	4	8188	35551	4000	10
20150	5	10	1204	1423	50	4	704	35551	4000	10
20150	5	10	1502	1143	50	4	2255	35541	4000	10
20150	5	10	1612	1143	50	4	8190	35541	4000	10
20150	5	11	1405	1613	50	4	1879	35531	4000	10
